booking_date,arrival_date,departure_date,length_of_stay,num_guests,room_type,guest_type,purpose_of_visit,loyalty_program,previous_cancellations,reservation_status,deposit_type,total_cost,payment_method,hotel_type,number_of_rooms,facilities,lead_time,seasonality,cancellation_date,reason_for_cancellation,lead_time_at_cancellation,guest_age,guest_nationality,property_rating,distance_to_attractions,day_of_week,time_of_day_booking,time_of_day_cancellation,gdp,inflation_rate,presence_of_event,event_date,temperature,precipitation,competitor_price
2024-03-24,2024-04-20,2024-04-22,2,4,suite,individual,business,False,8.483143433363551,['cancelled'],no_deposit,851.6444123575416,cash,resort,2,"['restaurant', 'kids club', 'gym']",27,April,2024-03-31,financial reasons,7.0,68,ETH,5,1.9818978135110485,Saturday,11:25:20,10:57:33,1788.9858558601268,0.07999808763027931,True,2024-05-03,1.3859473665873878,light,851.6444123575416
2024-03-29,2024-04-09,2024-04-15,6,2,suite,individual,leisure,True,7.540255574143053,['checkout'],no_deposit,1585.6777279404248,credit_card,city hotel,1,['restaurant'],11,April,,,,32,BGR,1,2.872606136270534,Tuesday,23:10:43,21:18:03,2473.055001768957,0.08946033080775288,False,2024-05-04,42.127028561592276,light,1585.6777279404248
2024-03-23,2024-04-17,2024-04-26,9,2,double,group,leisure,True,4.808903799203557,['checkout'],credit_card,13122.830336422172,cash,city hotel,2,"['restaurant', 'business center']",25,April,,,,34,MKD,2,9.533659741193684,Wednesday,13:17:52,20:38:24,1699.9057045359614,0.022641879101417354,False,2024-05-03,30.611525579593298,heavy,13122.830336422172
2024-04-13,2024-05-06,2024-05-15,9,3,suite,group,business,False,13.320482950722624,['checkout'],no_deposit,18004.96685939234,credit_card,motel,1,"['parking', 'parking']",23,May,,,,23,GUY,2,5.422952312995455,Monday,01:59:28,11:00:04,7977.332122174102,0.09848551847835908,True,2024-05-01,16.803673479896723,light,18004.96685939234
2024-04-13,2024-05-11,2024-05-20,9,3,suite,group,other,False,14.707019338606436,['checkout'],no_deposit,11643.40143845019,credit_card,motel,1,"['wifi', 'wifi']",28,May,2024-04-19,unforeseen circumstances,6.0,53,MDA,4,3.0094685857728853,Saturday,23:40:01,00:10:12,1627.0448641060082,0.07143278734433148,True,2024-05-06,7.1844144993366506,light,11643.40143845019
2024-04-11,2024-05-11,2024-05-20,9,3,double,group,other,True,15.705802768364677,['checkout'],no_deposit,7582.912178952341,credit_card,resort,3,"['spa', 'restaurant', 'pool', 'kids club']",30,May,2024-04-20,financial reasons,9.0,34,ISL,4,3.3800581452404432,Saturday,07:14:48,18:16:01,6388.957059300002,0.07059314594018118,False,2024-05-13,2.79394418849129,heavy,7582.912178952341
2024-04-09,2024-05-07,2024-05-13,6,3,single,corporate,business,True,11.309964080923933,['cancelled'],cash,2468.4285506717506,debit_card,motel,3,"['wifi', 'parking']",28,May,,,,34,TZA,5,8.557660034002613,Tuesday,21:22:34,06:53:32,6225.571668208422,0.08298002461083373,True,2024-05-14,-7.297641675416676,moderate,2468.4285506717506
2024-04-12,2024-05-05,2024-05-06,1,1,single,corporate,business,True,16.554223326787852,['checkout'],cash,17357.916630218533,credit_card,city hotel,1,"['business center', 'business center', 'business center']",23,May,2024-04-21,unforeseen circumstances,9.0,73,GBR,2,5.891158301430682,Sunday,22:59:37,00:14:29,5193.147990025382,0.05749634772560837,True,2024-05-15,14.734202915303264,light,17357.916630218533
2024-04-20,2024-05-08,2024-05-17,9,2,double,group,other,True,3.752736968792516,['checkout'],credit_card,3912.50223485565,cash,resort,2,"['pool', 'restaurant', 'spa']",18,May,,,,76,EGY,3,1.6452582085008542,Wednesday,22:01:42,02:20:23,9276.338062677307,0.0358101363956008,True,2024-05-09,42.385902591425655,moderate,3912.50223485565
2024-04-21,2024-05-10,2024-05-11,1,4,single,individual,other,True,4.0460633108016975,['cancelled'],no_deposit,19140.176561934764,credit_card,city hotel,4,['business center'],19,May,,,,27,RWA,3,0.6753452453030118,Friday,15:49:08,10:52:32,2765.5801329305505,0.09986126590989794,True,2024-05-14,18.49755729989138,heavy,19140.176561934764
2024-04-12,2024-04-15,2024-04-24,9,3,single,group,leisure,False,5.279064472542498,['cancelled'],credit_card,5998.849370925589,cash,motel,3,['wifi'],3,April,,,,53,HND,3,2.120521890750426,Monday,07:30:23,10:29:34,9751.729729939028,0.08787310914193637,False,2024-05-19,4.47967709860351,heavy,5998.849370925589
2024-04-01,2024-05-01,2024-05-02,1,1,suite,individual,business,False,17.199127335008516,['cancelled'],cash,12274.961758752515,credit_card,city hotel,1,['restaurant'],30,May,,,,55,MNG,4,5.836878616113598,Wednesday,11:42:14,21:16:58,3104.8493273366203,0.09270922033479619,False,2024-05-07,45.06933292118166,light,12274.961758752515
2024-04-07,2024-04-08,2024-04-10,2,4,single,corporate,business,True,4.552682991519128,['cancelled'],credit_card,8100.774826638009,cash,city hotel,4,['business center'],1,April,2024-04-09,change of plans,2.0,50,ARE,3,9.317902889774372,Monday,00:16:26,19:59:28,5529.013116241845,0.07548586029231458,False,2024-05-08,38.26425983110209,heavy,8100.774826638009
2024-04-07,2024-05-02,2024-05-04,2,3,double,group,other,True,7.439021971752413,['checkout'],cash,3208.8639516896296,cash,resort,3,"['spa', 'restaurant']",25,May,2024-04-17,unforeseen circumstances,10.0,25,GRD,4,7.630989247126301,Thursday,05:30:08,10:27:26,2528.990760908644,0.03568178633188523,True,2024-04-26,2.6058625590996947,light,3208.8639516896296
2024-04-08,2024-04-14,2024-04-17,3,4,double,individual,other,False,17.816895127749262,['checkout'],credit_card,10676.643430366163,debit_card,city hotel,4,"['restaurant', 'restaurant']",6,April,,,,38,ETH,1,0.7290876333407416,Sunday,02:52:12,11:39:27,4431.745371549766,0.024886954608755594,True,2024-05-21,-9.605975525518486,none,10676.643430366163
2024-04-11,2024-05-11,2024-05-13,2,2,suite,corporate,business,True,10.292870872913028,['cancelled'],cash,3771.795813762999,cash,resort,1,"['restaurant', 'pool', 'restaurant', 'restaurant', 'gym']",30,May,,,,24,GIN,4,8.67572696594861,Saturday,17:54:10,12:06:57,2558.6935471381707,0.050700638118622667,False,2024-05-06,12.236499256445345,heavy,3771.795813762999
2024-04-03,2024-04-05,2024-04-09,4,1,double,group,other,True,6.084148353928094,['checkout'],cash,1309.0173163381128,cash,city hotel,1,"['business center', 'gym']",2,April,,,,60,GHA,2,6.410799534293004,Friday,23:30:30,04:18:25,6450.4597320915445,0.04765054824199026,False,2024-04-30,5.76879992104376,heavy,1309.0173163381128
2024-03-31,2024-04-03,2024-04-05,2,4,double,group,other,True,9.066370055687354,['cancelled'],credit_card,1622.0189292333382,debit_card,city hotel,4,['restaurant'],3,April,2024-04-02,change of plans,2.0,23,NZL,1,8.511687499622044,Wednesday,19:47:12,07:55:04,1602.5596520871711,0.06423825845828669,True,2024-05-21,29.984590974487496,light,1622.0189292333382
2024-04-01,2024-04-13,2024-04-20,7,4,suite,corporate,business,True,10.907660469390343,['checkout'],no_deposit,15787.717963569226,cash,resort,2,"['spa', 'gym', 'kids club', 'pool']",12,April,,,,64,BEN,5,2.339660914686977,Saturday,01:59:21,18:04:34,6148.753479766103,0.07103175998109539,False,2024-05-04,42.69647484290752,moderate,15787.717963569226
2024-03-24,2024-04-04,2024-04-13,9,1,single,individual,other,False,0.7900740398366968,['checkout'],cash,13506.881573559323,debit_card,city hotel,1,"['gym', 'gym', 'business center']",11,April,2024-03-29,financial reasons,5.0,40,CHL,4,1.7661465734427368,Thursday,01:13:38,01:05:09,5311.039129247853,0.02698821666515501,False,2024-05-13,16.31109192286271,moderate,13506.881573559323
2024-03-29,2024-04-12,2024-04-22,10,4,double,group,other,False,13.855477756234848,['checkout'],no_deposit,9969.641092071179,credit_card,resort,4,['gym'],14,April,2024-04-07,unforeseen circumstances,9.0,50,PRK,5,8.458110680467849,Friday,16:53:27,03:23:18,1305.653256943166,0.05882165041507475,False,2024-05-04,12.471766853477892,none,9969.641092071179
2024-03-27,2024-04-16,2024-04-21,5,3,single,corporate,business,False,19.090040231890242,['cancelled'],credit_card,13889.619774674276,debit_card,motel,3,['wifi'],20,April,2024-03-28,unforeseen circumstances,1.0,69,VCT,1,6.384890247292994,Tuesday,05:27:42,03:15:37,4027.0491691365487,0.08556492323551793,False,2024-04-22,40.520080523330385,moderate,13889.619774674276
2024-04-15,2024-05-12,2024-05-13,1,3,suite,corporate,business,False,9.860957720345098,['cancelled'],credit_card,7969.302281355469,credit_card,resort,1,"['pool', 'kids club']",27,May,2024-04-20,change of plans,5.0,48,VNM,3,6.384990398484626,Sunday,16:06:26,09:38:31,5728.297450276492,0.07229744350401718,False,2024-04-24,25.897124730534685,light,7969.302281355469
2024-03-30,2024-04-19,2024-04-24,5,1,double,individual,other,True,14.154071220014623,['cancelled'],credit_card,2363.39576808803,cash,city hotel,1,['business center'],20,April,,,,64,FSM,5,0.9702934142576635,Friday,15:38:39,08:06:39,2554.8929826581407,0.011235264469578295,True,2024-05-16,46.17369319014308,heavy,2363.39576808803
2024-04-20,2024-05-11,2024-05-20,9,4,double,individual,business,True,18.087013315619014,['checkout'],cash,17896.276830775587,credit_card,motel,4,"['wifi', 'wifi']",21,May,,,,43,CIV,5,4.387607785695568,Saturday,23:13:31,01:44:50,3434.9938648993516,0.05867945028934326,False,2024-05-12,43.23485515492959,light,17896.276830775587
2024-04-06,2024-04-22,2024-05-02,10,3,single,group,business,False,8.784539288686306,['checkout'],credit_card,1006.6168785129753,credit_card,city hotel,3,"['gym', 'gym']",16,April,2024-04-13,financial reasons,7.0,38,SAU,3,6.880880770203705,Monday,09:51:55,02:02:40,4185.149257008065,0.08228970487967696,True,2024-04-30,21.801340290004905,none,1006.6168785129753
2024-04-17,2024-04-24,2024-05-03,9,3,double,group,other,True,17.80320049053729,['cancelled'],no_deposit,5495.544723552864,credit_card,resort,3,"['spa', 'restaurant', 'gym', 'spa']",7,April,2024-04-24,unforeseen circumstances,7.0,80,TTO,4,8.482075647902727,Wednesday,16:42:55,06:26:44,5735.002357851061,0.08645621678411734,True,2024-05-21,16.124829541949243,heavy,5495.544723552864
2024-04-14,2024-05-08,2024-05-14,6,1,suite,group,business,True,2.837766475074275,['checkout'],cash,8195.116786135857,cash,resort,1,['restaurant'],24,May,,,,66,SVN,2,4.245681199011737,Wednesday,00:34:34,07:22:24,7852.569840257772,0.010254864075766104,False,2024-05-09,40.186285685200744,light,8195.116786135857
2024-03-31,2024-04-17,2024-04-27,10,3,double,corporate,business,False,4.137807328335121,['checkout'],no_deposit,11871.077774879155,credit_card,resort,3,"['restaurant', 'restaurant', 'pool', 'gym', 'restaurant']",17,April,,,,80,HRV,5,4.43103097935991,Wednesday,14:19:37,19:07:54,1043.4348499325263,0.08710450502245458,False,2024-04-30,28.97984839051461,light,11871.077774879155
2024-04-11,2024-05-09,2024-05-16,7,4,single,corporate,business,True,5.32799735184879,['checkout'],cash,11232.31297617812,cash,resort,4,"['kids club', 'kids club', 'spa', 'pool']",28,May,,,,46,PNG,5,2.0643159177363923,Thursday,10:16:34,08:35:44,1288.3693382598121,0.07487669209063211,True,2024-05-18,38.97919321582549,moderate,11232.31297617812
2024-04-14,2024-04-29,2024-05-08,9,4,double,individual,other,False,14.031293175852046,['cancelled'],credit_card,18871.54156154956,debit_card,resort,4,"['pool', 'spa', 'pool']",15,April,2024-04-16,financial reasons,2.0,38,SLB,5,8.866756110129089,Monday,08:31:42,10:51:57,6022.896652033573,0.028898994958857387,False,2024-04-26,1.3252946742068126,moderate,18871.54156154956
2024-04-11,2024-04-19,2024-04-29,10,4,double,group,other,False,9.803776473099845,['cancelled'],no_deposit,12183.283092251297,credit_card,city hotel,4,"['business center', 'business center', 'business center']",8,April,,,,74,ERI,4,5.549160554637358,Friday,05:02:35,09:16:22,3242.7480615128425,0.042373054208517176,False,2024-04-26,37.275020191440774,moderate,12183.283092251297
2024-04-01,2024-04-12,2024-04-19,7,3,single,individual,other,False,13.758941579662968,['checkout'],no_deposit,15106.787660299151,cash,city hotel,3,['gym'],11,April,,,,79,KNA,4,4.21026626538401,Friday,14:32:13,04:16:03,6421.096840991702,0.0835888191717185,False,2024-05-05,29.894400911203917,heavy,15106.787660299151
2024-04-16,2024-05-08,2024-05-11,3,1,double,individual,other,True,11.018851158891627,['checkout'],credit_card,6471.759445586415,debit_card,resort,1,"['spa', 'gym', 'kids club', 'restaurant']",22,May,,,,60,LTU,5,7.267336013593326,Wednesday,09:13:41,14:59:22,6133.583687206771,0.03619963214651206,True,2024-05-15,25.595280024289387,light,6471.759445586415
2024-04-10,2024-04-18,2024-04-25,7,3,double,group,leisure,False,9.866026514575735,['cancelled'],credit_card,3620.8176428347933,cash,resort,3,"['gym', 'spa']",8,April,,,,62,VNM,2,6.113503872638533,Thursday,22:51:00,23:40:36,3947.13084408447,0.08188815975376984,False,2024-05-14,29.56225361888236,light,3620.8176428347933
2024-04-18,2024-05-13,2024-05-18,5,3,double,corporate,business,True,19.86273417947197,['cancelled'],cash,17605.08301165529,cash,city hotel,3,"['restaurant', 'business center']",25,May,,,,78,IRN,1,8.32718164413545,Monday,04:28:28,16:47:53,2156.292559252837,0.06616610205616882,False,2024-05-16,4.192327890807283,heavy,17605.08301165529
2024-03-31,2024-04-27,2024-04-30,3,4,suite,individual,leisure,True,1.8348236370441384,['checkout'],credit_card,19013.786393205843,cash,resort,2,['restaurant'],27,April,,,,29,KAZ,2,5.476506041996167,Saturday,14:37:19,15:36:58,2993.8722997091436,0.0723647033030508,True,2024-05-09,-8.827951658276834,moderate,19013.786393205843
2024-04-11,2024-05-03,2024-05-12,9,2,single,individual,other,True,0.163595251432882,['cancelled'],cash,2389.5632075304766,cash,motel,2,"['wifi', 'wifi']",22,May,,,,76,POL,1,0.3331556963586355,Friday,09:35:52,01:26:08,3144.355084983836,0.05430724991505875,False,2024-04-27,29.146534451892116,heavy,2389.5632075304766
2024-04-05,2024-04-06,2024-04-11,5,4,double,group,leisure,True,6.068879492996288,['checkout'],no_deposit,8650.179230956122,credit_card,resort,4,"['gym', 'kids club']",1,April,2024-04-14,change of plans,9.0,79,PNG,4,6.994628437834943,Saturday,04:12:55,18:26:48,9652.296372039891,0.012734716207072574,True,2024-05-06,1.7888883093756114,moderate,8650.179230956122
2024-04-07,2024-05-01,2024-05-03,2,4,single,individual,business,True,14.840155141613936,['checkout'],cash,16301.341055324345,credit_card,motel,4,"['wifi', 'parking']",24,May,,,,24,BHR,5,1.8303105794618355,Wednesday,12:12:24,23:05:03,3344.234960082035,0.04184270846434203,False,2024-05-13,35.73755086433538,light,16301.341055324345
2024-03-25,2024-04-13,2024-04-19,6,4,double,corporate,business,False,5.038859463446688,['checkout'],cash,3281.4445238143144,cash,resort,4,"['gym', 'kids club']",19,April,,,,27,AZE,4,1.694473137922506,Saturday,14:03:55,07:38:28,8422.930225314654,0.039083731299473096,True,2024-05-08,40.037676257696596,heavy,3281.4445238143144
2024-04-12,2024-04-17,2024-04-22,5,4,single,group,business,False,1.785417742878943,['cancelled'],cash,13524.272383578675,debit_card,resort,4,"['kids club', 'restaurant']",5,April,,,,25,IRQ,1,1.87069842897599,Wednesday,14:43:05,12:54:48,9696.7760771091,0.07893769952845896,True,2024-04-23,2.417404651808397,heavy,13524.272383578675
2024-04-20,2024-04-28,2024-05-08,10,3,double,group,business,True,3.630614709473108,['checkout'],no_deposit,9982.066314056141,credit_card,motel,3,"['wifi', 'parking']",8,April,,,,73,MOZ,3,2.750997453153362,Sunday,15:16:36,16:50:06,8262.527594907828,0.0431365424959347,False,2024-04-25,5.628432046924239,light,9982.066314056141
2024-04-20,2024-04-23,2024-05-01,8,2,suite,corporate,business,False,14.101332664841024,['cancelled'],credit_card,19001.09689499816,debit_card,city hotel,1,"['business center', 'gym']",3,April,,,,37,UGA,2,9.84233303643776,Tuesday,11:40:46,22:56:13,5801.848232113254,0.046690668549432573,True,2024-05-08,5.432489341646061,heavy,19001.09689499816
2024-04-02,2024-04-18,2024-04-26,8,3,single,individual,other,True,17.32296538274229,['checkout'],credit_card,7122.340195773348,cash,resort,3,['pool'],16,April,,,,45,LVA,4,8.946383319710078,Thursday,05:52:08,00:50:21,4007.289677366936,0.07278694816081165,False,2024-05-20,-2.8187656090300335,heavy,7122.340195773348
2024-04-05,2024-04-12,2024-04-19,7,1,double,corporate,business,True,12.329206238517854,['cancelled'],no_deposit,7204.884874898022,debit_card,resort,1,"['restaurant', 'spa', 'pool']",7,April,,,,27,AGO,4,1.5431923558557443,Friday,20:45:56,01:03:05,4358.7833675283655,0.07312175712504941,True,2024-04-24,10.684710610339344,light,7204.884874898022
2024-03-28,2024-04-12,2024-04-15,3,3,single,group,leisure,False,7.508159252309856,['checkout'],cash,9415.164504720886,debit_card,city hotel,3,"['gym', 'restaurant', 'gym']",15,April,,,,79,LUX,4,8.629182804678873,Friday,09:24:57,16:56:33,6261.366554731352,0.05796093643170786,True,2024-05-04,29.06571193279825,light,9415.164504720886
2024-03-29,2024-04-03,2024-04-05,2,2,single,individual,other,False,5.478056077544416,['checkout'],credit_card,6842.81240273037,cash,resort,2,['kids club'],5,April,,,,71,BLR,3,7.964380834325158,Wednesday,04:41:06,21:09:37,9993.930512122366,0.04759215000763427,True,2024-05-04,41.98399730874133,heavy,6842.81240273037
2024-04-15,2024-05-04,2024-05-09,5,2,double,individual,leisure,True,8.443388833390175,['cancelled'],credit_card,6886.486415472721,cash,motel,2,['parking'],19,May,,,,55,AUS,4,4.234316255819371,Saturday,02:42:57,15:02:44,7319.150407868563,0.039986410620900414,False,2024-04-28,0.9375424716184444,moderate,6886.486415472721
2024-04-15,2024-04-16,2024-04-22,6,3,double,individual,leisure,False,19.578546994614932,['checkout'],credit_card,10925.520081778655,cash,city hotel,3,"['business center', 'restaurant', 'gym']",1,April,,,,23,IRQ,3,6.742243286252332,Tuesday,02:14:36,12:23:23,8141.2974082004885,0.09794392786507586,True,2024-05-10,16.73248066249607,light,10925.520081778655
2024-03-28,2024-04-15,2024-04-20,5,3,suite,individual,business,False,14.410404694034947,['checkout'],no_deposit,17091.422312477578,cash,motel,1,"['wifi', 'parking']",18,April,2024-04-05,unforeseen circumstances,8.0,54,NER,5,8.643499512180302,Monday,06:39:50,07:30:52,1720.8050417474233,0.09160582306506695,True,2024-05-01,20.55729824502896,none,17091.422312477578
2024-04-08,2024-04-18,2024-04-20,2,4,double,corporate,business,True,6.514883479447942,['checkout'],credit_card,9430.7522229698,debit_card,resort,4,"['spa', 'restaurant']",10,April,,,,56,KGZ,2,2.1848251643339247,Thursday,19:02:39,00:15:53,8805.243642540481,0.030415821401951947,False,2024-05-13,31.99700179554118,light,9430.7522229698
2024-03-29,2024-04-26,2024-04-29,3,2,single,group,other,False,10.637599895370675,['checkout'],cash,1665.289557711659,cash,city hotel,2,['gym'],28,April,,,,61,BEL,2,6.062326807900871,Friday,00:01:55,02:29:16,5144.663502675646,0.03388817043000243,False,2024-04-22,-3.0238655309251747,heavy,1665.289557711659
